,date,cny,eur,gbp,jpy,snp_index,snp_daily_return,vix,vxo
618,20120614,0.0126159,1.55435,1.25965,0.156978,1329.1,0.010815,21.68,22.52
619,20120615,0.0127016,1.5643,1.2625,0.157107,1342.84,0.010338,21.11,20.85
620,20120618,0.0126727,1.56695,1.25795,0.157307,1344.78,0.001445,18.32,18.2
621,20120619,0.0126534,1.57135,1.26765,0.157369,1357.98,0.009816,18.38,17.64
622,20120620,0.0126008,1.5739,1.27025,0.157235,1355.69,-0.001686,17.24,16.61
623,20120621,0.0124572,1.56595,1.2606,0.157129,1325.51,-0.022262,20.08,19.79
624,20120622,0.0124231,1.5559,1.25355,0.157129,1335.02,0.007175,18.11,17.9
625,20120625,0.0125612,1.5559,1.248,0.157151,1313.72,-0.015955,20.38,20.13
626,20120626,0.0125842,1.55975,1.2471,0.157161,1319.99,0.004773,19.72,19.43
627,20120627,0.0125376,1.55535,1.2457,0.157347,1331.85,0.008985,19.45,19.35
628,20120628,0.0126088,1.5506,1.24265,0.157295,1329.04,-0.00211,19.71,19.69
629,20120629,0.0125329,1.56845,1.26905,0.157379,1362.16,0.02492,17.08,16.54
630,20120702,0.012604,1.56895,1.2584,0.15751,1365.51,0.002459,16.8,15.67
631,20120703,0.0125203,1.56785,1.2606,0.157423,1374.02,0.006232,16.66,15.73
632,20120705,0.0125078,1.55215,1.2381,0.157334,1367.58,-0.004687,17.5,17.17
633,20120706,0.0125739,1.55075,1.2307,0.157124,1354.68,-0.009433,17.1,16.7
634,20120709,0.012562,1.55225,1.22995,0.156951,1352.46,-0.001639,17.98,17.24
635,20120710,0.0125834,1.5495,1.22555,0.157087,1341.47,-0.008126,18.72,17.93
636,20120711,0.0125534,1.5561,1.22495,0.15702,1341.45,-1.50E-05,17.95,17.8
637,20120712,0.0126183,1.5404,1.2184,0.156905,1334.76,-0.004987,18.33,18.07
638,20120713,0.0126247,1.55465,1.2244,0.156767,1356.78,0.016497,16.74,16.08
639,20120716,0.0127,1.56185,1.224,0.156772,1353.64,-0.002314,17.11,16.92
640,20120717,0.012659,1.55705,1.2213,0.156914,1363.67,0.00741,16.48,15.96
641,20120718,0.0126783,1.56225,1.22645,0.156981,1372.78,0.006681,16.16,15.97
642,20120719,0.0127178,1.5709,1.2261,0.156902,1376.51,0.002717,15.45,15.75
643,20120720,0.0127283,1.56325,1.21675,0.1569,1362.66,-0.010062,16.27,15.99
644,20120723,0.0127551,1.5511,1.2117,0.156583,1350.52,-0.008909,18.62,17.19
645,20120724,0.0127845,1.55265,1.2085,0.156597,1338.31,-0.009041,20.47,19
646,20120725,0.0127845,1.54735,1.21235,0.156531,1337.89,-0.000314,19.34,18.56
647,20120726,0.0127812,1.56985,1.23,0.156639,1360.02,0.016541,17.53,16.65
648,20120727,0.0127178,1.57145,1.237,0.156723,1385.97,0.019081,16.7,16.35
649,20120730,0.0127894,1.5694,1.22425,0.156755,1385.3,-0.000483,18.03,17.13
650,20120731,0.0128041,1.5668,1.23155,0.157166,1379.32,-0.004317,18.93,18.19
651,20120801,0.0127812,1.55885,1.2297,0.157023,1375.14,-0.00303,18.96,18.42
652,20120802,0.0127853,1.5518,1.21595,0.15705,1365,-0.007374,17.57,16.85
653,20120803,0.0127235,1.55995,1.234,0.156919,1390.99,0.01904,15.64,14.77
654,20120806,0.0127812,1.5616,1.2413,0.156882,1394.23,0.002329,15.95,14.78
655,20120807,0.0127129,1.56505,1.242,0.157075,1401.35,0.005107,15.99,14.9
656,20120808,0.0127616,1.566,1.2357,0.157196,1402.22,0.000621,15.32,14.48
657,20120809,0.0127105,1.56345,1.2309,0.157257,1402.8,0.000414,15.28,14
658,20120810,0.0127894,1.5691,1.2314,0.157233,1405.87,0.002188,14.74,13.89
659,20120813,0.0127681,1.57035,1.23515,0.157193,1404.11,-0.001252,13.7,13.94
660,20120814,0.012692,1.56855,1.23215,0.157267,1403.93,-0.000128,14.85,14.62
661,20120815,0.0126807,1.56955,1.2282,0.157171,1405.53,0.00114,14.63,14.79
662,20120816,0.0126159,1.5742,1.2363,0.157089,1415.51,0.007101,14.29,14.12
663,20120817,0.0125755,1.56765,1.2297,0.15727,1418.16,0.001872,13.45,13.42
664,20120820,0.0125992,1.57035,1.2341,0.157248,1418.13,-2.10E-05,14.02,12.89
665,20120821,0.0125992,1.57835,1.248,0.157327,1413.17,-0.003498,15.02,14.02
666,20120822,0.0126183,1.58035,1.24675,0.157436,1413.49,0.000226,15.11,14.22
667,20120823,0.0127584,1.58875,1.2583,0.157394,1402.08,-0.008072,15.96,15.32
668,20120824,0.0127146,1.58145,1.2517,0.157369,1411.13,0.006455,15.18,14.62
669,20120827,0.0127121,1.5799,1.25165,0.157312,1410.44,-0.000489,16.35,14.92
670,20120828,0.0127389,1.58295,1.25665,0.157406,1409.3,-0.000808,16.49,15.57
671,20120829,0.0127,1.58285,1.25275,0.157438,1410.49,0.000844,17.06,16.23
672,20120830,0.0127307,1.58125,1.2498,0.15749,1399.48,-0.007806,17.83,17.2
673,20120831,0.0127714,1.58835,1.2605,0.15752,1406.58,0.005073,17.47,16.32
674,20120904,0.0127567,1.5885,1.2562,0.157547,1404.94,-0.001166,17.98,17.03
675,20120905,0.0127689,1.59135,1.2603,0.1575,1403.44,-0.001068,17.74,17.15
676,20120906,0.012663,1.59355,1.2635,0.157659,1432.12,0.020436,15.6,14.68
677,20120907,0.0128107,1.6027,1.2801,0.157654,1437.92,0.00405,14.38,13.37
678,20120910,0.012773,1.601,1.2786,0.157788,1429.08,-0.006148,16.28,15.27
679,20120911,0.0128535,1.6063,1.2846,0.157851,1433.56,0.003135,16.41,15.4
680,20120912,0.0128419,1.61005,1.28885,0.158068,1436.56,0.002093,15.8,15.45
681,20120913,0.0129132,1.6117,1.2907,0.157988,1459.99,0.01631,14.05,13.78
682,20120914,0.0127673,1.6246,1.31475,0.158366,1465.77,0.003959,14.51,14.36
683,20120917,0.0126879,1.62685,1.3137,0.158295,1461.19,-0.003125,14.59,13.96
684,20120918,0.012721,1.62545,1.30555,0.158255,1459.32,-0.00128,14.18,13.31
685,20120919,0.0127763,1.6223,1.30575,0.158496,1461.05,0.001185,13.88,13.13
686,20120920,0.0127804,1.62005,1.2952,0.158634,1460.26,-0.000541,14.07,12.92
687,20120921,0.0127943,1.62545,1.2989,0.158597,1460.15,-7.50E-05,13.98,12.37
688,20120924,0.0128411,1.6196,1.29155,0.158496,1456.89,-0.002233,14.15,12.45
689,20120925,0.0128403,1.62545,1.29625,0.158564,1441.59,-0.010502,15.43,13.93
690,20120926,0.0128568,1.61465,1.284,0.15868,1433.32,-0.005737,16.81,15.36
691,20120927,0.0128708,1.61915,1.28615,0.158667,1447.15,0.009649,14.84,13.48
692,20120928,0.0128535,1.6148,1.2865,0.159112,1440.67,-0.004478,15.73,14.57
693,20121001,0.0128107,1.615,1.2905,0.159112,1444.49,0.002652,16.32,14.6
694,20121002,0.0128139,1.61385,1.2935,0.159112,1445.75,0.000872,15.71,14.36
695,20121003,0.012734,1.60725,1.29015,0.159112,1450.99,0.003624,15.43,14.05
696,20121004,0.012747,1.61645,1.3005,0.159112,1461.4,0.007174,14.55,13.76
697,20121005,0.0127073,1.6193,1.306,0.159112,1460.93,-0.000322,14.33,13.58
698,20121008,0.0127943,1.60255,1.2969,0.159053,1455.88,-0.003457,15.11,13.89
699,20121009,0.0127902,1.59985,1.2896,0.159038,1441.48,-0.009891,16.37,15.24
700,20121010,0.0127681,1.60205,1.29015,0.159152,1432.56,-0.006188,16.29,15.51
701,20121011,0.0127372,1.604,1.2943,0.159312,1432.84,0.000195,15.59,15.04
702,20121012,0.0127624,1.60875,1.2967,0.159561,1428.59,-0.002966,16.14,15.74
703,20121015,0.0126968,1.60515,1.2936,0.159472,1440.13,0.008078,15.27,14.69
704,20121016,0.0126743,1.61015,1.3023,0.159642,1454.92,0.01027,15.22,14.42
705,20121017,0.0127016,1.61665,1.3121,0.159885,1460.91,0.004117,15.07,14.12
706,20121018,0.0126199,1.61325,1.3092,0.159992,1457.34,-0.002444,15.03,14.3
707,20121019,0.0125976,1.6023,1.3031,0.159903,1433.19,-0.016571,17.06,15.91
708,20121022,0.0125282,1.60335,1.30705,0.15988,1433.82,0.00044,16.62,15.34
709,20121023,0.0125345,1.594,1.2964,0.160051,1413.11,-0.014444,18.83,18.06
710,20121024,0.0125274,1.60295,1.2969,0.160051,1408.75,-0.003085,18.33,18.22
711,20121025,0.0124743,1.6141,1.29595,0.160213,1412.97,0.002996,18.12,17.54
712,20121026,0.0125691,1.6098,1.29315,0.160028,1411.94,-0.000729,17.81,17.88
713,20121031,0.0125109,1.61105,1.2958,0.160328,1412.16,0.000156,18.6,18.6
714,20121101,0.0124782,1.61405,1.2937,0.160244,1427.59,0.010927,16.69,16.9
715,20121102,0.0124177,1.60395,1.2845,0.160218,1414.2,-0.009379,17.59,17.87
716,20121105,0.0124727,1.59735,1.2783,0.160118,1417.26,0.002164,18.42,18.63
717,20121106,0.0124549,1.59815,1.28015,0.160113,1428.39,0.007853,17.58,17.75
718,20121107,0.0125203,1.59875,1.2755,0.160161,1394.53,-0.023705,19.08,19.45
719,20121108,0.0125266,1.59705,1.2727,0.160182,1377.51,-0.012205,18.49,18.93
720,20121109,0.0125865,1.59095,1.2709,0.160128,1379.85,0.001699,18.61,19.35
721,20121112,0.0125913,1.58675,1.2711,0.160537,1380.03,0.00013,16.68,17.68
722,20121113,0.0125881,1.5891,1.2711,0.160604,1374.53,-0.003985,16.65,17.56
723,20121114,0.0124657,1.58475,1.27285,0.160637,1355.49,-0.013852,17.92,19.16
724,20121115,0.0123305,1.58725,1.2792,0.160426,1353.33,-0.001594,17.99,19.28
725,20121116,0.0123047,1.58455,1.27055,0.160369,1359.88,0.00484,16.41,17.66
726,20121119,0.0123251,1.59135,1.2815,0.160398,1386.89,0.019862,15.24,15.47
727,20121120,0.0122339,1.59145,1.28025,0.160447,1387.81,0.000663,15.08,15.3
728,20121121,0.0121381,1.59345,1.2819,0.160508,1391.03,0.00232,15.31,15.48
729,20121123,0.0121403,1.60115,1.29585,0.160552,1409.15,0.013026,15.14,15.41
730,20121126,0.0121773,1.6024,1.2965,0.16063,1406.29,-0.00203,15.5,15.23
731,20121127,0.0121618,1.6028,1.2931,0.160712,1398.94,-0.005227,15.92,15.98
732,20121128,0.0122212,1.59835,1.29095,0.160583,1409.93,0.007856,15.51,15.62
733,20121129,0.0121721,1.6037,1.29785,0.160563,1415.95,0.00427,15.06,15.41
734,20121130,0.0121256,1.60265,1.3006,0.160599,1416.18,0.000162,15.87,16.15
735,20121203,0.0121529,1.60965,1.30715,0.160568,1409.46,-0.004745,16.64,16.16
736,20121204,0.0122227,1.61065,1.30865,0.160627,1407.05,-0.00171,17.12,17.13
737,20121205,0.0121529,1.60925,1.3068,0.160635,1409.28,0.001585,16.46,16.86
738,20121206,0.0121433,1.60805,1.29865,0.16056,1413.94,0.003307,16.58,17.06
739,20121207,0.0121403,1.60205,1.2928,0.160511,1418.07,0.002921,15.9,16.24
740,20121210,0.0121448,1.60745,1.2926,0.160126,1418.55,0.000338,16.05,16.17
741,20121211,0.0121374,1.6104,1.2999,0.160102,1427.84,0.006549,15.57,15.78
742,20121212,0.0120584,1.61165,1.304,0.159954,1428.48,0.000448,15.95,16.03
743,20121213,0.0119603,1.61355,1.30875,0.160439,1419.45,-0.006321,16.56,16.71
744,20121214,0.011976,1.612,1.3109,0.160218,1413.58,-0.004135,17,17.46
745,20121217,0.0119389,1.61985,1.31615,0.160385,1430.36,0.011871,16.34,16.46
746,20121218,0.0119069,1.62465,1.3213,0.160452,1446.79,0.011487,15.57,15.77
747,20121219,0.011868,1.62695,1.32595,0.160506,1435.81,-0.007589,17.36,17.39
748,20121220,0.0118497,1.62605,1.3237,0.160508,1443.69,0.005488,17.67,17.62
749,20121221,0.0118878,1.61815,1.31745,0.16055,1430.15,-0.009379,17.84,17.12
750,20121224,0.0117931,1.6122,1.3195,0.160424,1426.66,-0.00244,17.84,17.66
751,20121226,0.0116727,1.6124,1.3222,0.160377,1419.83,-0.004787,19.48,18.64
752,20121227,0.0116381,1.6128,1.32225,0.160359,1418.1,-0.001218,19.47,19.16
753,20121228,0.0116151,1.61545,1.3221,0.160424,1402.43,-0.01105,22.72,23.07
754,20121231,0.0115654,1.6255,1.3184,0.160506,1426.19,0.016942,18.02,18.53
755,20130102,0.0114718,1.6284,1.32395,0.160506,1462.42,0.025403,14.68,13.3
756,20130103,0.0115154,1.61585,1.30955,0.160506,1459.37,-0.002086,14.56,14.01
757,20130104,0.0113585,1.60365,1.3045,0.160506,1466.47,0.004865,13.83,13.8
758,20130107,0.0113986,1.60835,1.3099,0.160524,1461.89,-0.003123,13.79,13.08
759,20130108,0.0114771,1.60375,1.3066,0.160666,1457.15,-0.003242,13.62,13.21
760,20130109,0.0113837,1.60085,1.3043,0.160612,1461.02,0.002656,13.81,13.55
761,20130110,0.0113379,1.6107,1.32135,0.160658,1472.12,0.007597,13.49,13.29
762,20130111,0.0112259,1.61245,1.33455,0.160873,1472.05,-4.80E-05,13.36,13.32
763,20130114,0.0112045,1.6066,1.3366,0.160792,1470.68,-0.000931,13.52,13.64
764,20130115,0.0112803,1.609,1.3348,0.160937,1472.34,0.001129,13.55,13.61
765,20130116,0.0113001,1.59945,1.32965,0.160862,1472.63,0.000197,13.42,13.34
766,20130117,0.0111844,1.59685,1.3358,0.160875,1480.94,0.005643,13.57,13.42
767,20130118,0.0111173,1.5863,1.32915,0.160891,1485.98,0.003403,12.46,12.14
768,20130122,0.0112943,1.58675,1.32865,0.160777,1492.56,0.004428,12.43,11.98
769,20130123,0.0112943,1.58415,1.3281,0.160823,1494.81,0.001507,12.46,11.81
770,20130124,0.0111111,1.57835,1.3374,0.160821,1494.82,7.00E-06,12.69,12.29
771,20130125,0.0109914,1.5806,1.3475,0.160759,1502.96,0.005445,12.89,12.45
772,20130128,0.0110333,1.57065,1.3461,0.160705,1500.18,-0.00185,13.57,12.87
773,20130129,0.0110314,1.5749,1.3478,0.160661,1507.84,0.005106,13.31,12.67
774,20130130,0.0109812,1.57925,1.35695,0.160761,1501.96,-0.0039,14.32,13.79
775,20130131,0.0109577,1.58545,1.3574,0.160803,1498.11,-0.002563,14.28,13.99
776,20130201,0.010798,1.57445,1.3696,0.160591,1513.17,0.010053,12.9,12.44
777,20130204,0.0107881,1.5739,1.35585,0.160442,1495.71,-0.011539,14.67,13.95
778,20130205,0.0107072,1.5668,1.35285,0.160529,1511.29,0.010416,13.72,12.74
779,20130206,0.01069,1.56525,1.3538,0.16047,1512.12,0.000549,13.41,13.01
780,20130207,0.0107285,1.57025,1.33895,0.160457,1509.39,-0.001805,13.5,12.88
781,20130208,0.0107834,1.58365,1.33805,0.160449,1517.93,0.005658,13.02,12.44
782,20130211,0.0107032,1.5663,1.3379,0.160449,1517.01,-0.000606,12.94,12.45
783,20130212,0.0107463,1.5661,1.34645,0.160449,1519.43,0.001595,12.64,12.26
784,20130213,0.0106998,1.55455,1.34365,0.160449,1520.33,0.000592,12.98,12.59
785,20130214,0.0107458,1.5526,1.33415,0.160449,1521.38,0.000691,12.66,12.08
786,20130215,0.0106598,1.55235,1.33505,0.160449,1519.79,-0.001045,12.46,11.91
787,20130219,0.0106929,1.5443,1.33565,0.160146,1530.94,0.007337,12.31,11.37
788,20130220,0.0106735,1.53015,1.337,0.160318,1511.95,-0.012404,14.68,13.97
789,20130221,0.0107654,1.5255,1.32225,0.160244,1502.42,-0.006303,15.22,14.94
790,20130222,0.0107273,1.5266,1.3162,0.160382,1515.6,0.008773,14.17,13.74
791,20130225,0.010661,1.51095,1.32145,0.160413,1487.85,-0.01831,18.99,18.74
792,20130226,0.0109057,1.51325,1.3073,0.160527,1496.94,0.006109,16.87,16.44
793,20130227,0.0109164,1.5134,1.3109,0.160583,1515.99,0.012726,14.73,14.02
794,20130228,0.0108389,1.51795,1.30735,0.160738,1514.68,-0.000864,15.51,14.76
795,20130301,0.0107015,1.50105,1.2984,0.160676,1518.2,0.002324,15.36,14.65
796,20130304,0.0107216,1.5071,1.30095,0.16064,1525.2,0.004611,14.01,12.74
797,20130305,0.0107124,1.512,1.30265,0.160748,1539.79,0.009566,13.48,12.16
798,20130306,0.0106929,1.50545,1.3,0.160821,1541.46,0.001085,13.53,12.36
799,20130307,0.0105636,1.50485,1.30825,0.160767,1544.26,0.001816,13.06,11.99
800,20130308,0.0103966,1.4928,1.29815,0.160909,1551.18,0.004481,12.59,11.62
801,20130311,0.0104037,1.49005,1.30145,0.160821,1556.22,0.003249,11.56,11.67
802,20130312,0.0104178,1.48855,1.3021,0.16087,1552.48,-0.002403,12.27,11.79
803,20130313,0.0104156,1.4925,1.29495,0.160932,1554.52,0.001314,11.83,11.77
804,20130314,0.0104037,1.50525,1.29805,0.160888,1563.23,0.005603,11.3,11.25
805,20130315,0.0105152,1.5131,1.3066,0.16094,1560.7,-0.001618,11.3,10.97
806,20130318,0.010538,1.51085,1.2958,0.16088,1552.1,-0.00551,13.36,12.69
807,20130319,0.010543,1.51165,1.28865,0.160883,1548.34,-0.002423,14.39,13.43
808,20130320,0.0104707,1.51325,1.295,0.160984,1558.71,0.006697,12.67,12
809,20130321,0.0105202,1.51795,1.29255,0.160919,1545.8,-0.008282,13.99,13.96
810,20130322,0.0105831,1.5239,1.2997,0.160974,1556.89,0.007174,13.57,13.24
811,20130325,0.0106,1.5183,1.28825,0.161012,1551.69,-0.00334,13.74,13.12
812,20130326,0.0106135,1.51545,1.2859,0.161005,1563.77,0.007785,12.77,11.93
813,20130327,0.0105966,1.51135,1.2781,0.160927,1562.85,-0.000588,13.15,12.45
814,20130328,0.010636,1.51845,1.2841,0.160919,1569.19,0.004057,12.7,12.04
815,20130401,0.0107227,1.52325,1.2847,0.161082,1562.17,-0.004474,13.58,12.81
816,20130402,0.0106986,1.51285,1.28385,0.161327,1570.25,0.005172,12.78,11.81
817,20130403,0.0107689,1.51355,1.2848,0.161264,1553.69,-0.010546,14.21,13.63
818,20130404,0.0103767,1.51805,1.2854,0.161264,1559.98,0.004048,13.89,13.54
819,20130405,0.0102912,1.53515,1.3022,0.161264,1553.28,-0.004295,13.92,13.87
820,20130408,0.0101128,1.52815,1.3017,0.161205,1563.07,0.006303,13.19,12.9
821,20130409,0.0101005,1.52955,1.30575,0.161228,1568.61,0.003544,12.84,12.22
822,20130410,0.0100497,1.5326,1.3085,0.161449,1587.73,0.012189,12.36,11.78
823,20130411,0.0100452,1.5394,1.31265,0.161387,1593.37,0.003552,12.24,11.69
824,20130412,0.0101276,1.5368,1.30975,0.161493,1588.85,-0.002837,12.06,11.68
825,20130415,0.0102082,1.53115,1.3084,0.161627,1552.36,-0.022966,17.27,16.23
826,20130416,0.0102317,1.52915,1.313,0.161731,1574.57,0.014307,13.96,13.01
827,20130417,0.0102475,1.52345,1.3042,0.162014,1552.01,-0.014328,16.51,15.99
828,20130418,0.0101807,1.5292,1.3082,0.161778,1541.61,-0.006701,17.56,16.37
829,20130419,0.0100766,1.5257,1.30815,0.161875,1555.25,0.008848,14.97,14.27
830,20130422,0.0100715,1.5244,1.30305,0.161744,1562.5,0.004662,14.39,13.05
831,20130423,0.0100644,1.52855,1.3015,0.161836,1578.78,0.010419,13.48,12.36
832,20130424,0.0100629,1.52665,1.29955,0.161862,1578.79,6.00E-06,13.61,12.87
833,20130425,0.0100513,1.544,1.3006,0.162056,1585.16,0.004035,13.62,13.28
834,20130426,0.0102375,1.54915,1.3027,0.162206,1582.24,-0.001842,13.61,12.93
835,20130429,0.0101885,1.54935,1.31,0.162206,1593.61,0.007186,13.71,12.7
836,20130430,0.0102659,1.5564,1.3184,0.162206,1597.57,0.002485,13.52,12.54
837,20130501,0.0102727,1.55515,1.3193,0.162206,1582.7,-0.009308,14.49,13.79
838,20130502,0.010202,1.55115,1.3073,0.162443,1597.59,0.009408,13.59,12.89
839,20130503,0.0101071,1.5569,1.31165,0.162454,1614.42,0.010535,12.85,12.16
840,20130506,0.0100695,1.55315,1.30565,0.162161,1617.5,0.001908,12.66,11.54
841,20130507,0.0100934,1.54695,1.3085,0.162493,1625.96,0.00523,12.83,11.66
842,20130508,0.0101194,1.55655,1.31735,0.16284,1632.69,0.004139,12.66,11.52
843,20130509,0.01007,1.5497,1.3095,0.163108,1626.67,-0.003687,13.13,12.4
844,20130510,0.00982511,1.53545,1.2972,0.162821,1633.7,0.004322,12.59,11.63
845,20130513,0.00982849,1.53435,1.29825,0.162686,1633.77,4.30E-05,12.55,12.47
846,20130514,0.00980056,1.5257,1.29785,0.162792,1650.34,0.010142,12.77,12.65
847,20130515,0.00976324,1.52255,1.2862,0.16271,1658.78,0.005114,12.81,12.5
848,20130516,0.00980777,1.5308,1.2917,0.162623,1650.47,-0.00501,13.07,12.58
849,20130517,0.00971109,1.5192,1.2824,0.162816,1667.47,0.0103,12.45,12.24
850,20130520,0.00975943,1.5221,1.28565,0.162896,1666.29,-0.000708,13.02,12.25
851,20130521,0.00975182,1.51415,1.28725,0.162983,1669.16,0.001722,13.37,12.89
852,20130522,0.00966137,1.50435,1.28765,0.163103,1655.35,-0.008274,13.82,13.5
853,20130523,0.00985853,1.5064,1.2902,0.163026,1650.51,-0.002924,14.07,13.7
854,20130524,0.00988289,1.5139,1.29305,0.16309,1649.6,-0.000551,13.99,13.64
855,20130528,0.0097704,1.50355,1.28555,0.163359,1660.06,0.006341,14.48,13.82
856,20130529,0.00990933,1.5116,1.2967,0.16322,1648.36,-0.007048,14.83,14.34
857,20130530,0.00990835,1.5216,1.30545,0.163108,1654.41,0.00367,14.53,14.12
858,20130531,0.00990344,1.5161,1.296,0.163012,1630.74,-0.014307,16.3,15.82
859,20130603,0.0100437,1.5297,1.30295,0.163087,1640.42,0.005936,16.28,15.26
860,20130604,0.00998552,1.52935,1.30715,0.163169,1631.38,-0.005511,16.27,16.17
861,20130605,0.0100746,1.5391,1.3086,0.163191,1608.9,-0.01378,17.5,17.34
862,20130606,0.0101652,1.5524,1.31945,0.162967,1622.56,0.00849,16.63,16.82
863,20130607,0.0102685,1.55385,1.32205,0.163039,1643.38,0.012832,15.14,14.59
864,20130610,0.0100867,1.55255,1.31945,0.163039,1642.81,-0.000347,15.44,14.84
865,20130611,0.0103242,1.55975,1.32745,0.163039,1626.13,-0.010153,17.07,16.77
866,20130612,0.0104499,1.56865,1.33365,0.163039,1612.52,-0.00837,18.59,18.46
867,20130613,0.0106129,1.5681,1.32995,0.163015,1636.36,0.014784,16.41,16.33
868,20130614,0.0105725,1.56775,1.334,0.163111,1626.73,-0.005885,17.15,17.26
869,20130617,0.0105485,1.5713,1.33475,0.163265,1639.04,0.007567,16.8,16.75
870,20130618,0.0104608,1.56085,1.33925,0.163172,1651.81,0.007791,16.61,16.39
871,20130619,0.0105258,1.566,1.3404,0.163215,1628.93,-0.013851,16.64,16.48
872,20130620,0.0101952,1.54645,1.3175,0.16318,1588.19,-0.02501,20.49,21.33
873,20130621,0.010259,1.53895,1.31365,0.163055,1592.43,0.00267,18.9,18.91
874,20130624,0.0102485,1.53975,1.30945,0.162731,1573.09,-0.012145,20.11,19.92
875,20130625,0.0102317,1.54045,1.30745,0.162726,1588.03,0.009497,18.47,18.31
876,20130626,0.0102633,1.53385,1.30025,0.162681,1603.26,0.00959,17.21,17.25
877,20130627,0.0101507,1.52055,1.3003,0.162628,1613.2,0.0062,16.86,16.7
878,20130628,0.0100669,1.5167,1.29985,0.16293,1606.28,-0.00429,16.86,17.24
879,20130701,0.0100256,1.52245,1.30355,0.16306,1614.96,0.005404,16.37,16.01
880,20130702,0.00995966,1.51705,1.30345,0.163052,1614.08,-0.000545,16.44,16.11
881,20130703,0.0100306,1.5258,1.2972,0.163111,1615.41,0.000824,16.2,16.18
882,20130705,0.00991031,1.48825,1.28345,0.163063,1631.89,0.010202,14.89,14.62
883,20130708,0.00989267,1.49375,1.28645,0.163034,1640.46,0.005252,14.78,14.12
884,20130709,0.00989462,1.4831,1.2786,0.163145,1652.32,0.00723,14.35,13.74
885,20130710,0.00998951,1.49445,1.28575,0.163023,1652.62,0.000182,14.21,14.25
886,20130711,0.0101276,1.51165,1.3041,0.162994,1675.02,0.013554,14.01,13.84
887,20130712,0.0100578,1.51175,1.30535,0.162933,1680.19,0.003087,13.84,13.46
888,20130715,0.0100125,1.51045,1.30475,0.162925,1682.5,0.001375,13.79,13.96
889,20130716,0.010072,1.51225,1.31375,0.162999,1676.26,-0.003709,14.42,14.21
890,20130717,0.0100246,1.5173,1.30935,0.162991,1680.91,0.002774,13.78,13.64
891,20130718,0.00993789,1.5199,1.30915,0.162832,1689.37,0.005033,13.77,13.5
892,20130719,0.00996066,1.52595,1.31395,0.162922,1692.09,0.00161,12.54,12.58
893,20130722,0.0100558,1.53695,1.31935,0.162832,1695.53,0.002033,12.29,11.81
894,20130723,0.0100236,1.5367,1.32185,0.162935,1692.39,-0.001852,12.66,12.08
895,20130724,0.00998353,1.53565,1.32365,0.162973,1685.94,-0.003811,13.18,12.67
896,20130725,0.0100381,1.5313,1.32355,0.163007,1690.25,0.002556,12.97,12.43
897,20130726,0.0101906,1.53705,1.32645,0.16309,1691.65,0.000828,12.72,12.08
898,20130729,0.0102067,1.53495,1.32535,0.163066,1685.33,-0.003736,13.39,12.38
899,20130730,0.0101984,1.52595,1.3251,0.163087,1685.96,0.000374,13.39,12.84
900,20130731,0.0101673,1.51605,1.32785,0.163161,1685.73,-0.000136,13.45,13.28
901,20130801,0.0100781,1.51605,1.32335,0.163119,1706.87,0.012541,12.94,12.71
902,20130802,0.010125,1.52725,1.3283,0.163148,1709.67,0.00164,11.98,11.19
903,20130805,0.010143,1.53295,1.324,0.163273,1707.14,-0.00148,11.84,10.94
904,20130806,0.0102454,1.5384,1.33095,0.163353,1697.37,-0.005723,12.72,11.65
905,20130807,0.0103536,1.5517,1.3319,0.16342,1690.91,-0.003806,12.98,11.98
906,20130808,0.0104281,1.5555,1.33855,0.163332,1697.48,0.003885,12.73,11.67
907,20130809,0.0103891,1.5528,1.33515,0.163319,1691.42,-0.00357,13.41,12.63
908,20130812,0.0103557,1.548,1.32935,0.163337,1689.47,-0.001153,12.81,13.07
909,20130813,0.0101838,1.54615,1.32365,0.163353,1694.16,0.002776,12.31,12.39
910,20130814,0.0101984,1.55385,1.32665,0.163409,1685.39,-0.005177,13.04,13.06
911,20130815,0.0102213,1.5557,1.32515,0.163599,1661.32,-0.014282,14.73,14.86
912,20130816,0.0102485,1.56135,1.3333,0.163532,1655.83,-0.003305,14.37,14.37
913,20130819,0.0102067,1.56705,1.33505,0.163321,1646.06,-0.0059,15.1,14.31
914,20130820,0.0102944,1.56785,1.34265,0.163276,1652.35,0.003821,14.91,14.78
915,20130821,0.010237,1.56885,1.3377,0.163308,1642.8,-0.00578,15.94,15.59
916,20130822,0.0101415,1.5573,1.3345,0.163369,1656.96,0.008619,14.76,14.72
917,20130823,0.0101554,1.55935,1.34035,0.163372,1663.5,0.003947,13.98,13.91
918,20130826,0.0101487,1.55785,1.33745,0.163332,1656.78,-0.00404,14.99,14.34
919,20130827,0.0102875,1.55395,1.33935,0.163353,1630.48,-0.015874,16.77,16.35
920,20130828,0.0102349,1.5536,1.33405,0.163393,1634.96,0.002748,16.49,16.15
921,20130829,0.010159,1.5492,1.32245,0.163385,1638.17,0.001963,16.81,16.71
922,20130830,0.0101921,1.5469,1.3186,0.163412,1632.97,-0.003174,17.01,17.62
923,20130903,0.0100195,1.55315,1.3157,0.163383,1639.77,0.004164,16.61,16.53
924,20130904,0.0100467,1.56285,1.31975,0.163396,1653.08,0.008117,15.88,15.57
925,20130905,0.0099965,1.55895,1.3119,0.163401,1655.08,0.00121,15.77,15.71
